lower_kinetic_ip_1,upper_kinetic_ip_1,lower_kinetic_ip_2,upper_kinetic_ip_2,lower_kinetic_ip_3,upper_kinetic_ip_3,lower_kinetic_ip_4,upper_kinetic_ip_4,lower_kinetic_ip_5,upper_kinetic_ip_5
56.94394620958567,72.50979885076337,0.0,8.858451515228575,0.0,8.858668379442326,0.39992708253682746,0.39992708253682785,67.08253682765744,67.08253682765746
69.7915748525127,106.72300734343621,0.0,21.99207254669738,0.0,21.993049538325543,0.3998921447965169,0.39989214479651836,32.14479651765338,32.14479651765343
63.26961405905443,122.67249301221446,0.0,37.07925026491434,0.0,37.08148599723522,0.39987540356882506,0.39987540356882934,15.403568827236114,15.403568827236173
48.91809793017005,130.01066909622133,0.0,53.06873880178405,0.0,53.07279501165402,0.39986738136299627,0.3998673813630068,7.381363001597736,7.381363001597808
32.028946438846184,133.37873663706762,0.0,69.4787163434136,0.0,69.48516451718243,0.39986353715382256,0.39986353715384837,3.5371538355130165,3.537153835513101
14.97938296127036,135.0053005103611,0.0,86.08797380543763,0.0,86.09739505120208,0.39986169501039853,0.39986169501046126,1.6950104299187643,1.6950104299188622
0.0,135.943635774268,0.0,102.81250715411119,0.0,102.82548178428358,0.3998608122528807,0.39986081225303244,0.8122529565932334,0.812252956593347
0.0,136.519717163742,0.0,119.60680084767185,0.0,119.62390923578013,0.39986038923354483,0.39986038923391154,0.38923372821072144,0.3892337282108529
0.0,136.9728606071833,0.0,136.45578646029952,0.0,136.4776108508874,0.3998601865216802,0.39986018652204697,0.18652186359812423,0.18652186359827636
0.0,137.37263160958094,0.0,140.0,0.0,140.0,0.3998600893816133,0.3998600893819802,0.08938179679784267,0.0893817967979583
0.0,137.7286912658474,0.0,140.0,0.0,140.0,0.3998600428318252,0.3998600428321922,0.04283200869359288,0.04283200869366877
0.0,138.05859059303341,0.0,140.0,0.0,140.0,0.3998600205250362,0.3998600205254033,0.020525219762344272,0.020525219762390457
0.0,138.37499907016715,0.0,140.0,0.0,140.0,0.3998600098355599,0.3998600098359271,0.009835743524699085,0.009835743524725923
0.0,138.6839922079962,0.0,140.0,0.0,140.0,0.3998600047131326,0.3998600047134999,0.004713316225075252,0.0047133162250903695
0.0,138.9884856624777,0.0,140.0,0.0,140.0,0.39986000225845086,0.3998600022588183,0.0022586345254729397,0.002258634525481265
0.0,139.2898808750398,0.0,140.0,0.0,140.0,0.39986000108216035,0.3998600010825279,0.0010823440829906567,0.0010823440829951646
0.0,139.5888536697302,0.0,140.0,0.0,140.0,0.3998600005184786,0.39986000051884624,0.0005186623606577706,0.0005186623606601794
0.0,139.88645736778722,0.0,140.0,0.0,140.0,0.39986000024836066,0.3998600002487284,0.0002485444773850678,0.0002485444773863412
0.0,140.0,0.0,140.0,0.0,140.0,0.39986000011891937,0.39986000011928724,0.00011910322000364254,0.00011910322000430986
0.0,140.0,0.0,140.0,0.0,140.0,0.3998600000568907,0.3998600000572587,5.7074601558756526e-5,5.707460155910367e-5
0.0,140.0,0.0,140.0,0.0,140.0,0.3998600000271663,0.3998600000275344,2.7350311293996084e-5,2.7350311294175554e-5
0.0,140.0,0.0,140.0,0.0,140.0,0.39986000001292227,0.3998600000132905,1.3106346911984729e-5,1.3106346912077018e-5
0.0,140.0,0.0,140.0,0.0,140.0,0.39986000000609645,0.39986000000646477,6.280598693460829e-6,6.280598693508068e-6
0.0,140.0,0.0,140.0,0.0,140.0,0.39986000000282546,0.3998600000031939,3.009680745776667e-6,3.0096807458007486e-6
0.0,140.0,0.0,140.0,0.0,140.0,0.399860000001258,0.39986000000162647,1.442247568046083e-6,1.4422475680583154e-6
0.0,140.0,0.0,140.0,0.0,140.0,0.3998600000005068,0.3998600000008754,6.911291340304928e-7,6.911291340366865e-7
0.0,140.0,0.0,140.0,0.0,140.0,0.3998600000001468,0.39986000000051547,3.3119104548262997e-7,3.3119104548575716e-7
0.0,140.0,0.0,140.0,0.0,140.0,0.39985999999997424,0.399860000000343,1.5870769036783606e-7,1.5870769036941088e-7
0.0,140.0,0.0,140.0,0.0,140.0,0.3998599999998915,0.3998600000002604,7.60531763326816e-8,7.605317633347282e-8
0.0,140.0,0.0,140.0,0.0,140.0,0.39985999999985183,0.3998600000002208,3.644489827105739e-8,3.644489827145407e-8
0.0,140.0,0.0,140.0,0.0,140.0,0.3998599999998328,0.3998600000002019,1.7464498841937085e-8,1.7464498842135575e-8
0.0,140.0,0.0,140.0,0.0,140.0,0.39985999999982363,0.39986000000019284,8.3690374858927e-9,8.369037485991844e-9
0.0,140.0,0.0,140.0,0.0,140.0,0.3998599999998192,0.3998600000001885,4.0104665512697295e-9,4.01046655131917e-9
0.0,140.0,0.0,140.0,0.0,140.0,0.39985999999981703,0.39986000000018646,1.921826970660025e-9,1.9218269706846422e-9
0.0,140.0,0.0,140.0,0.0,140.0,0.399859999999816,0.39986000000018546,9.209449469132071e-10,9.209449469254473e-10
0.0,140.0,0.0,140.0,0.0,140.0,0.3998599999998154,0.399860000000185,4.4131943624128056e-10,4.4131943624735863e-10
0.0,140.0,0.0,140.0,0.0,140.0,0.39985999999981514,0.3998600000001848,2.114815282467442e-10,2.1148152824975871e-10
0.0,140.0,0.0,140.0,0.0,140.0,0.399859999999815,0.39986000000018473,1.0134254944784822e-10,1.0134254944934161e-10
0.0,140.0,0.0,140.0,0.0,140.0,0.39985999999981486,0.39986000000018473,4.8563637749991876e-11,4.856363775073092e-11
